fire,fire43_000548,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000548.jpg
fire,fire43_001087,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001087.jpg
fire,fire43_001911,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001911.jpg
fire,fire43_002216,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002216.jpg
fire,fire43_001737,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001737.jpg
fire,fire43_000398,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000398.jpg
fire,fire43_001290,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001290.jpg
fire,forest4_00080,/nfs/project/surveillance/smoke_fire_detection/clean/fire/forest4_00080.jpg
fire,fire43_001872,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001872.jpg
fire,posVideo5_00120,/nfs/project/surveillance/smoke_fire_detection/clean/fire/posVideo5_00120.jpg
fire,fire43_002406,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002406.jpg
fire,fire43_001457,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001457.jpg
fire,fire43_000007,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000007.jpg
fire,fire43_002604,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002604.jpg
fire,wildfire_smoke_1280x720_6014533759,/nfs/project/surveillance/smoke_fire_detection/clean/fire/wildfire_smoke_1280x720_6014533759.jpg
fire,fire43_001090,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001090.jpg
fire,fire43_000370,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000370.jpg
fire,fire43_000628,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000628.jpg
fire,fire43_000760,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000760.jpg
fire,fire43_002188,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002188.jpg
fire,fire43_001481,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001481.jpg
fire,fire43_001683,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001683.jpg
fire,fire43_001678,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001678.jpg
fire,fire43_000566,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000566.jpg
fire,fire43_000764,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000764.jpg
fire,fire43_002173,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002173.jpg
fire,fire43_000770,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000770.jpg
fire,fire43_000189,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000189.jpg
fire,fire43_001081,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001081.jpg
fire,fire43_002577,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002577.jpg
fire,fire43_001724,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001724.jpg
fire,fire43_002210,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002210.jpg
fire,fire43_001269,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001269.jpg
fire,fire43_000177,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000177.jpg
fire,fire43_000188,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000188.jpg
fire,fire43_002992,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002992.jpg
fire,fire43_000377,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000377.jpg
fire,fire43_001732,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001732.jpg
fire,fire43_000438,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000438.jpg
fire,fire43_000389,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000389.jpg
fire,fire43_000148,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000148.jpg
fire,fire43_002993,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002993.jpg
fire,fire43_002944,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002944.jpg
fire,fire421438_00141,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire421438_00141.jpg
fire,fBackYardFire_00720,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fBackYardFire_00720.jpg
fire,maxresdefault,/nfs/project/surveillance/smoke_fire_detection/clean/fire/maxresdefault.jpg
fire,hand_held_nasa_training2_00541,/nfs/project/surveillance/smoke_fire_detection/clean/fire/hand_held_nasa_training2_00541.jpg
fire,fire43_001026,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001026.jpg
fire,burn-wall-street,/nfs/project/surveillance/smoke_fire_detection/clean/fire/burn-wall-street.jpg
fire,fire43_002895,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002895.jpg
fire,barbeq_00173,/nfs/project/surveillance/smoke_fire_detection/clean/fire/barbeq_00173.jpg
fire,fire43_002459,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002459.jpg
fire,fire43_002317,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002317.jpg
fire,fire43_000919,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000919.jpg
fire,fire43_000104,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000104.jpg
fire,fire43_001971,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001971.jpg
fire,hand_held_winnebago_00210,/nfs/project/surveillance/smoke_fire_detection/clean/fire/hand_held_winnebago_00210.jpg
fire,barbecue_00060,/nfs/project/surveillance/smoke_fire_detection/clean/fire/barbecue_00060.jpg
fire,fire43_000306,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000306.jpg
fire,fire43_002510,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_002510.jpg
fire,fire43_001555,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_001555.jpg
fire,fire43_000844,/nfs/project/surveillance/smoke_fire_detection/clean/fire/fire43_000844.jpg
